Id,highlighted,text,ru_trans,tags,prefix,suffix,highlighted_html,suffix_html,position_start,position_end,start_container,end_container,chapter,ch_num,lang,overlap,img_src,alt_text_eng,dog_sound
lD3gBKtkEeydac-qwsqX9w,год нынешний,"This expression introduces the reader into a blurred atmosphere of uncertainty, where exact coordinates in space and time are deliberately foggy. ",Данное выражение вводит читателя в мутную атмосферу неопределенности: пространственно-временные представления являются нарочито туманными.,"['explanatory', 'time']","ц ясен, за числами не уследишь, ",". Гражданину 
Сидор Фомичу Пожил",год нынешний,". Гражданину 
Сидор Фомичу Пожил",675,687,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[3],01. ЗАИТИЛЫЦИНА,01,ru,partial,[],[],False
ubR-0sGVEey1Qk_1NIRYiA,Приятелям по рассеянью,"Allusion to the author’s biography and to the situation many authors were facing in the 1980s. It is also relevant that Sokolov uses the word 'priiateli' (echoed also in the adj. druzhesky in the reference from the *Evgeny Onegin*): when in dispersion (i.e., exile), people who belong to the other (non-official / ""second"") culture can rebuild the links among them.","Также стоит упомянуть, что Соколов использует слово ""приятели"" (перекликающееся также с прилагательным ""дружеский"" в отсылке из ""Евгений Онегина""): находясь в разобщении (т. е., ссылке, изгнании), люди, относящиеся к другой (неофициальной/""второй"") культуре, могут восстановить связи между собой.",['self-reference'],"Между собакой и волком


  
    ","
  
  Люблю я дружеские враки
  ",Приятелям по рассеянью,</em>,682,704,/div[1]/main[1]/article[1]/ul[1]/li[1]/p[1]/em[1],/div[1]/main[1]/article[1]/ul[1]/li[1]/p[1]/em[1],00. Эпиграф,00,ru,none,[],[],False
n8SQ7qtkEeyw9n-sL6H8oA,Гражданину,"Interestingly enough, Sokolov avoids using the most common Soviet appellative ""Tovarishch"" opting for a rather general, but still evocative word (think of Nikolay Nekrasov's ""Poet i grazhdanin,"" Poet and Citizen, 1856). The choice could be also related to the epistolary genre Ilya is here trying to reproduce and to the fact that this world is rather the 'old' term substituting the Soviet “Tovarishch.”","Интерено отметить, что Соколов избегает употребления советского обращения ""товарищ"", предпочитая ему более общий, но все еще значимый термин (ср. Н. А. Некрасов ""Поэт и гражданин"", 1856). Выбор может также подсказывать, что Илья намерен писать заявление ""правильно"" и думает выражениями, типичными для ""старого"" (несоветского или, скорее, досоветского) времени.","['register/style', 'language']","лами не уследишь, год нынешний. "," 
Сидор Фомичу Пожилых с уважени",Гражданину," 
Сидор Фомичу Пожилых с уважени",689,699,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
7CQ8Crg4Ee2p8ZuH5jUbdQ,рассеянью,"The adjectival form of this word (рассеянный) can mean absend-minded or forgetful. In many ways, *Between Dog and Wolf* is an attempt by Ilya, one of the protagonists, to remember his life, despite the fact that multiple variants are presented in the narrative.","Прилагательное этого слова (рассеянный) может означать забывчивый. Во многом ""Между собакой и волком"" — это попытка Ильи, одного из главных героев, вспомнить свою жизнь, несмотря на то, что в повествовании представлены множественные варианты.","['language', 'structure', 'theme']"," и волком


  
    Приятелям по ","
  
  Люблю я дружеские враки
  ",рассеянью,</em>,695,704,/div[1]/main[1]/article[1]/ul[1]/li[1]/p[1]/em[1]/hypothesis-highlight[1],/div[1]/main[1]/article[1]/ul[1]/li[1]/p[1]/em[1]/hypothesis-highlight[1],00. Эпиграф,00,ru,full,[],[],False
qOc60qtkEeykGPvNxZstIg,Сидор Фомичу,"Sidor (shortened form of Isidor), son of Foma. Here the declension of the name is incorrect (should be in the dative case, Sidoru). In colloquial language, the names are sometimes declined incorrectly for easier pronunciation: Сан Санычу (San Sanychu), Михал Валерьичу (Mikhal Valer'ichu), etc. The name Isidor (or Sidor) originally means ""son or gift of Isis,"" the major goddess in ancient Egyptian religion, an ideal of femininity and motherhood who was also believed to help the dead enter the afterlife.","Сидор (сокращенная форма имени Исидор), сын Фомы. Здесь ошибка в склонении имени: правильная форма — Сидору (дательный падеж). В разговорной речи, имена иногда склоняются не совсем верно для более удобного произношения: Сан Санычу, Михал Валерьичу, и т. п. Имя Исидор (или Сидор) означает ""сын или дар Исиды"", одной из главных богинь в древнеегипетской мифологии, идеала женственности и материнства, которая покровительствовала мертвым в загробной жизни.","['character', 'register/style']","дишь, год нынешний. Гражданину 
",Пожилых с уважением Зынзырэлы И,Сидор Фомичу,Пожилых с уважением Зынзырэлы И,701,713,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
uN4LGkwqEe6YMIOmRm9IoQ,"the 
year’s current","This expression introduces the reader into a blurred atmosphere of uncertainty, where exact coordinates in space and time are deliberately foggy.",,"['explanatory', 'time']",", no catchin up with the dates, ",. To Citizen Sidor Fomich Pozhil,"the 
year’s current",. To Citizen Sidor Fomich Pozhil,702,721,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[7],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[7],01. DISCORDS BEYOND THE ITIL,01,en,full,[],[],False
Ozv-QF0-Ee6_rK-3XzxZtQ,To My Pals in Dispersion,"Allusion to the author’s biography and to the situation many authors were facing in the 1980s. When in dispersion (i.e., exile), people who belong to the other (non-official / ""second"") culture can rebuild the links among them.",,['self-reference']," Alexander Boguslawski


  
    ","
  
  I’m fond of friendly conve",To My Pals in Dispersion,</em>,702,726,/div[1]/main[1]/article[1]/ul[1]/li[1]/p[1]/em[1],/div[1]/main[1]/article[1]/ul[1]/li[1]/p[1]/em[1],Front Matter,00,en,none,[],[],False
sHWD-KtkEeyFOBt-MfrY9g,Пожилых,"An unusual surname that does not permit standard declination. It literally means Elderly. Ostanin suggests a connection to Boris Pasternak's novel *Doctor Zhivago* by means of the root ""zhiv"" (to live) (10). Read the original [here](http://www.vehi.net/pasternak/). Likewise, he notes that Alexander Pushkin considered including a story entitled ""Notes of an Elderly Person"" in his cycle of short stories, *The Tales of Belkin*. Read the original [here](https://ilibrary.ru/text/89/index.html) and an English translation [here](https://www.gutenberg.org/cache/epub/55219/pg55219-images.html). As Martina Napolitano observes, “Pozhilykh, Ilya’s addressee, is once ‘transfigured’ into an alleged Resurrection painting whose title plays on the ambiguity of his last name – *Voskresenie Pozhilykh*, *The Resurrection of the Elderly*. Ilya indeed concludes his letter wishing Pozhilykh “a happy resurrection”: this is his final message, his “good news.” It literally is his Gospel, from the Greek εὐαγγέλιον (*good news*); in the original, Ilya here distorts the canonical *blagaia vest’* in ‘blagoe izvestie’” (“Studyin” 286).",,"['character', 'intertextuality']","ешний. Гражданину 
Сидор Фомичу ",с уважением Зынзырэлы Ильи Петр,Пожилых,с уважением Зынзырэлы Ильи Петр,714,721,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
bcT04PDHEe2zCwdEIQoLTQ,с уважением Зынзырэлы,"E. Iablokov suggests that the connection to Cinderella in Ilya's surname, as well as his social status, mark his as a typical ""little person"" (маленький человек) of Russian literature (205). In particular, he mentions the hero of Fyodor Dostoevsky's epistolary novel *Poor Folk*, Makar Devushkin.","Е. Яблоков предполагает, что связь с Золушкой в ​​фамилии Ильи, а также его социальный статус характеризуют его как типичного ""маленького человека"" русской литературы (Iablokov 205). В частности, он упоминает героя эпистолярного романа Ф. Достоевского ""Бедные люди"" Макара Девушкина.",['intertextuality'],"ражданину 
Сидор Фомичу Пожилых ",Ильи Петрикеича — Заитильщина.,с уважением Зынзырэлы,Ильи Петрикеича — Заитильщина.,722,743,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[10],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[11]/hypothesis-highlight[1],01. ЗАИТИЛЫЦИНА,01,ru,full,[],[],False
hT0BTsohEeyyfIuPzxazOg,Citizen,"Sokolov avoids using the most common Soviet appellative ""comrade"" opting for a rather general, but still evocative word: ""citizen"" (grazhdanin). This word evokes the poem ""Poet and Citizen"" by the 19th-c Nikolai Nekrasov.",,"['language', 'intertextuality']"," dates, the 
year’s current. To "," Sidor Fomich Pozhilykh, 
with a",Citizen," Sidor Fomich Pozhilykh, 
with a",726,733,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. DISCORDS BEYOND THE ITIL,01,en,none,[],[],False
tsPrWqtkEeytCweX_Vu83g,Зынзырэлы,"Again an unusual last name (which is printed in more than ten different versions in the book). It carries allusions to Cinderella (see L. Toker's essay, ""Gamesman's Sketches (Found in a Bottle),"" CASS 21.3-4: 356). However, as Korovashko suggests, ""Ilya Petrikevich becomes a kind of Cinderella 'squared': if the latter lost only his shoe, he lost both his leg and the crutches that compensate for its absence"" (277).","Еще одна необычная фамилия (которая встречается и в других графических-орфографических вариантов дальше в тексте). Намекается на сказку Золушки (по-английски Cinderella; cм. L. Toker, ""Gamesman's Sketches (Found in a Bottle),"" CASS 21.3-4: 356). Однако, Коровашко замечает, что ""Илья Петрикеич становится как бы Золушкой «в квадрате»: если последняя потеряла всего лишь свой башмачок, то он утратил и ногу, и компенсирующие ее отсутствие костыли"" (277).","['character', 'intertextuality']",идор Фомичу Пожилых с уважением,Ильи Петрикеича — Заитильщина.,Зынзырэлы,Ильи Петрикеича — Заитильщина.,734,743,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
zyZ_GsohEeyTG6NBY_V77Q,Sidor Fomich,"Sidor (shortened form of Isidor), son of Foma. Here the declension of the name is incorrect (should be in the dative case, Sidoru). In colloquial language, the names are sometimes declined incorrectly for easier pronunciation: Сан Санычу (San Sanychu), Михал Валерьичу (Mikhal Valer'ichu), etc. The name Isidor (or Sidor) originally means ""son or gift of Isis,"" the major goddess in ancient Egyptian religion, an ideal of femininity and motherhood who was also believed to help the dead enter the afterlife.",,"['character', 'register/style']","the 
year’s current. To Citizen "," Pozhilykh, 
with all due respec",Sidor Fomich," Pozhilykh, 
with all due respec",734,746,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. DISCORDS BEYOND THE ITIL,01,en,none,[],[],False
vDgSZKtkEey0xb-Y0QM03w,Ильи,"Ilya is *Between Dog and Wolf*’s protagonist and the author of what he calls the *Zaitil'shchina*, a long letter with epic traits (starting from its title) addressed to Inspector Pozhilykh in which he comments on the theft of his crutches (he has only one leg) and, more generally, describes life along the [Volga River](https://www.google.com/maps/place/Volga+River,+Russia/data=!4m2!3m1!1s0x41abfea34a299a3b:0x82d872a65cbe9fbb?sa=X&ved=2ahUKEwjCze_A-uj_AhVzrYkEHbRJBJkQ8gF6BAhoEAA&ved=2ahUKEwjCze_A-uj_AhVzrYkEHbRJBJkQ8gF6BQiEARAB). Johnson defines Ilya’s letter as “semiliterate ramblings,” aptly suggesting the style and register the reader will encounter in the novel (“Sokolov’s *Between Dog and Wolf* and the Modernist Tradition” 212). However, this character expresses at the same time a highly poetic and imaginative gaze. Ilya frequently associates himself with the biblical prophet Elijah, a figure folklorically linked with thunderstorms and which in Slavic tradition acquired some of the characteristics of the pagan God of the sky and thunder, Perun. Ilya is closely related to other key characters of the novel: he describes his troubled relationship with Orina (alternatively called Maria and the Dame) with whom he has a son; in encountering Yakov (the focus of several chapters), he suggests the possibility of being his father. The Oedipal plot resulting from this triangle has been noted by scholars, such as Johnson, who writes that “the game warden Iakov lusts for his mother (reincarnate as a mentally defective girl) and kills his father-all without being aware of the identity of either” (“Twilight Cosmos” 644).","Илья — главный герой ""Между собакой и волком"" и автор того, что он называет ""Заитильщиной"" — длинного эпического письма (начиная с названия), адресованного инспектору Пожилых, в котором он комментирует кражу своих костылей (у него лишь одна нога) и, в более общем плане, описывает жизнь на Приволжье. Джонсон определяет письмо Ильи как ""полуграмотный бред"", удачно указывая на стиль и тон, с которыми читатель встретится в романе (Johnson, ""Sokolov’s *Between Dog and Wolf* and the Modernist Tradition"" 212). Однако данный персонаж выражает в то же время весьма поэтический и образный взгляд. Илья часто сравнивает себя с библейским пророком Илией — фольклорно связанной с грозой фигурой, которая в славянской традиции приобрела некоторые черты языческого бога неба и грома Перуна. Илья тесно связан с другими ключевыми персонажами романа: он описывает свои непростые отношения с Ориной (также известной нам как Мария и Дама), от которой у него есть сын; при встрече с Яковом (центральным персонажем нескольких глав) Илья начинает подозревает, что может быть его отцом. Эдипов сюжет, связывающий этот треугольник персонажей, был отмечен разными экспертами, например, Джонсоном, который пишет, что ""егерь Яков испытывает физическое влечение к своей матери (перевоплощенной в умственно отсталую девушку) и убивает своего отца — все это не зная истинной сущности обоих"" (""Twilight Cosmos"" 644).","['character', 'folklore', 'intertextuality']",у Пожилых с уважением Зынзырэлы,Петрикеича — Заитильщина. Разре,Ильи,Петрикеича — Заитильщина. Разре,744,748,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
xNEqfsohEeyLLwvxKr9HTw,Pozhilykh,"An unusual surname that does not permit standard declination. It literally means Elderly. Ostanin suggests a connection to Boris Pasternak's novel *Doctor Zhivago* by means of the root ""zhiv"" (to live) (10). Read the original [here](http://www.vehi.net/pasternak/). Likewise, he notes that Alexander Pushkin considered including a story entitled ""Notes of an Elderly Person"" in his cycle of short stories, *The Tales of Belkin*. Read the original [here](https://ilibrary.ru/text/89/index.html) and an English translation [here](https://www.gutenberg.org/cache/epub/55219/pg55219-images.html). As Martina Napolitano observes, “Pozhilykh, Ilya’s addressee, is once ‘transfigured’ into an alleged Resurrection painting whose title plays on the ambiguity of his last name – *Voskresenie Pozhilykh*, *The Resurrection of the Elderly*. Ilya indeed concludes his letter wishing Pozhilykh “a happy resurrection”: this is his final message, his “good news.” It literally is his Gospel, from the Greek εὐαγγέλιον (*good news*);  in the original, Ilya here distorts the canonical *blagaia vest’* in ‘blagoe izvestie’” (“Studyin” 286).",,"['character', 'intertextuality', 'structure', 'religion']",urrent. To Citizen Sidor Fomich,", 
with all due respect, Ilya Pe",Pozhilykh,", 
with all due respect, Ilya Pe",747,756,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. DISCORDS BEYOND THE ITIL,01,en,none,[],[],False
vTxd3KtkEey1J1fE8eOEVw,Петрикеича,"Petrikeich is Ilya’s patronymic (“son of Petrik,” although this first name is not common). D.B. Johnson has noted that the patronymic contains an allusion to the folkloric figure of the “lisa Patrikeevna,” a trickster fox present in Slavic culture (“Sokolov’s *Between Dog and Wolf* and the Modernist Tradition” 211). The reference to a fox is not by chance: Ilya will be transfigured into a fox in Orina’s imagination when tied to a railroad (she had brought the hide of her pet fox to a shoemaker who later took advantage of her). Animal motif. ",,"['character', 'motif', 'intertextuality', 'intratextuality', 'folklore']",илых с уважением Зынзырэлы Ильи," — Заитильщина. Разрешите уже, п",Петрикеича," — Заитильщина. Разрешите уже, п",749,759,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
Q9jrPsGREeydQCuT4RtEiA,вина,Alcohol theme.,Тема алкоголя.,['theme'],"еские враки
  И дружеский бокал ","
  Порою той, что названа
  Пора",вина,"</li>
  ",754,758,/div[1]/main[1]/article[1]/ul[1]/li[3],/div[1]/main[1]/article[1]/ul[1]/li[3],00. Эпиграф,00,ru,none,[],[],False
Gf1j5kwrEe65aBOv9pS4rA,"with all due respect, Ilya Petrikeich Zynzyrela’s","E. Iablokov suggests that the connection to Cinderella in Ilya's surname, as well as his social status, mark his as a typical ""little person"" (маленький человек) of Russian literature (205). In particular, he mentions the hero of Fyodor Dostoevsky's epistolary novel *Poor Folk*, Makar Devushkin.",,['intertextuality'],"itizen Sidor Fomich Pozhilykh, 
",Discords Beyond the Itil. With,"with all due respect, Ilya Petrikeich Zynzyrela’s",<em>Discords Beyond the Itil</e,759,808,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[11],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[12]/hypothesis-highlight[1],01. DISCORDS BEYOND THE ITIL,01,en,full,[],[],False
uYs0SMlZEeyw1Ef0r_IVlg,Заитильщина,"The title that Ilya gives to his missive to Pozhilykh. Its name echoes that of the Zadonschina, a Russian manuscript of late 14th century, about the Battle of Kulikovo (1380) between Russians and Mongols. The contents of Ilya's letters concern the events related to his life and death that occur ""beyond the Itil River."" In this way, the story Ilya tells Pozhilykh becomes a real epic poem.","Название главы Ильи происходит от татарского названия реки Волга (Итиль) и напоминает о Задонщине, эпическом литературном тексте (датированным поздним 14-м веком) о Куликовской битве 1380 года между русскими и татарами. Содержание писем Ильи касается событий, связанных с его жизнью и смертью, происходящих ""за рекой Итиль"". Таким образом, адресованный Пожилых рассказ Ильи становится настоящей эпической поэмой.",['intertextuality'],ием Зынзырэлы Ильи Петрикеича —,". Разрешите уже, приступаю. Граж",Заитильщина,". Разрешите уже, приступаю. Граж",762,773,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],01. ЗАИТИЛЫЦИНА,01,ru,none,[],[],False
